"site","julian","date","depth_ft","min","flow10","flow25","flow50","flow75","flow90","max","Nobs","startYr","endYr","date2","month"
"6811509",152,"Jun-02",NA,312.21,312.696,313.425,314.64,315.855,316.584,317.07,2,2005,2023,2023-06-02,NA
"6811509",164,"Jun-14",NA,317.68,317.8,317.98,318.28,320.33,321.56,322.38,3,2005,2023,2023-06-14,NA
"6811509",165,"Jun-15",NA,316.5,316.5,316.5,316.5,316.5,316.5,316.5,1,2005,2023,2023-06-15,NA
"6811509",166,"Jun-16",NA,303.33,307.31,313.28,313.77,314.25,315.768,316.78,5,2005,2023,2023-06-16,NA
"6811509",167,"Jun-17",NA,305.19,307.356,310.435,316.65,320.2,323.368,324.52,7,2005,2023,2023-06-17,NA
"6811509",168,"Jun-18",NA,323.85,323.85,323.85,323.85,323.85,323.85,323.85,1,2005,2023,2023-06-18,NA
"6811509",178,"Jun-28",NA,317.07,317.362,317.8,318.53,320.72,322.034,322.91,3,2005,2023,2023-06-28,NA
"6811509",179,"Jun-29",NA,317.02,317.02,317.02,317.02,317.02,317.02,317.02,1,2005,2023,2023-06-29,NA
"6811509",180,"Jun-30",NA,313.26,314.061,315.2625,319.385,323.3725,324.331,324.97,4,2005,2023,2023-06-30,NA
"6811509",181,"Jul-01",NA,299.58,303.186,309.795,315.92,317.825,320.34,322.71,7,2005,2023,2023-07-01,NA
"6811509",182,"Jul-02",NA,310.2,310.425,310.7625,311.325,311.8875,312.225,312.45,2,2005,2023,2023-07-02,NA
"6811509",195,"Jul-15",NA,313.45,314.536,316.165,318.88,321.595,323.224,324.31,2,2005,2023,2023-07-15,NA
"6811509",196,"Jul-16",NA,299.25,305.582,315.08,315.59,317.44,319.894,321.53,5,2005,2023,2023-07-16,NA
"6811509",197,"Jul-17",NA,305.56,306.856,308.8,313.71,317.62,318.61,319.27,5,2005,2023,2023-07-17,NA
"6811509",198,"Jul-18",NA,317.21,317.876,318.875,320.54,322.205,323.204,323.87,2,2005,2023,2023-07-18,NA
"6811509",199,"Jul-19",NA,318.5,318.94,319.6,320.7,321.8,322.46,322.9,2,2005,2023,2023-07-19,NA
"6811509",208,"Jul-28",NA,315.68,315.68,315.68,315.68,315.68,315.68,315.68,1,2005,2023,2023-07-28,NA
"6811509",209,"Jul-29",NA,324.81,324.81,324.81,324.81,324.81,324.81,324.81,1,2005,2023,2023-07-29,NA
"6811509",210,"Jul-30",NA,313.8,314.552,315.68,317.56,319.855,321.232,322.15,3,2005,2023,2023-07-30,NA
"6811509",211,"Jul-31",NA,306.2,307.049,308.3225,310.445,312.5675,313.841,314.69,2,2005,2023,2023-07-31,NA
"6811509",212,"Aug-01",NA,292,307.428,315.3675,317.96,320.3425,323.014,323.98,8,2005,2023,2023-08-01,NA
"6811509",213,"Aug-02",NA,308.8,309.864,311.46,314.12,316.78,318.376,319.44,2,2005,2023,2023-08-02,NA
"6811509",225,"Aug-14",NA,315.52,315.52,315.52,315.52,315.52,315.52,315.52,1,2005,2023,2023-08-14,NA
"6811509",226,"Aug-15",NA,315.83,316.678,317.95,320.07,322.19,323.462,324.31,2,2005,2023,2023-08-15,NA
"6811509",227,"Aug-16",NA,292,301.132,314.83,318.94,320.01,321.852,323.08,5,2005,2023,2023-08-16,NA
"6811509",228,"Aug-17",NA,309.7,309.88,312.955,317.3,320.53,323.396,324.65,7,2005,2023,2023-08-17,NA
"6811509",229,"Aug-18",NA,314.25,314.745,315.4875,316.725,317.9625,318.705,319.2,2,2005,2023,2023-08-18,NA
"6811509",239,"Aug-28",NA,315.14,315.14,315.14,315.14,315.14,315.14,315.14,1,2005,2023,2023-08-28,NA
"6811509",240,"Aug-29",NA,315.92,316.788,318.09,320.26,322.43,323.732,324.6,2,2005,2023,2023-08-29,NA
"6811509",241,"Aug-30",NA,318.78,319.088,319.55,320.32,322.025,323.048,323.73,3,2005,2023,2023-08-30,NA
"6811509",242,"Aug-31",NA,309,312.345,315.7675,317.4,321.635,323.535,324.49,6,2005,2023,2023-08-31,NA
"6811509",243,"Sep-01",NA,288.6,294.651,303.7275,311.42,314.87,316.31,317.27,4,2005,2023,2023-09-01,NA
"6811509",244,"Sep-02",NA,319.25,319.25,319.25,319.25,319.25,319.25,319.25,1,2005,2023,2023-09-02,NA
"6811509",255,"Sep-13",NA,319.97,320.101,320.2975,320.625,320.9525,321.149,321.28,2,2005,2023,2023-09-13,NA
"6811509",256,"Sep-14",NA,318.8,318.8,318.8,318.8,318.8,318.8,318.8,1,2005,2023,2023-09-14,NA
"6811509",257,"Sep-15",NA,318.05,318.05,318.05,318.05,318.05,318.05,318.05,1,2005,2023,2023-09-15,NA
"6811509",258,"Sep-16",NA,289.3,306.59,314.9375,318.005,320.54,322.901,324.14,8,2005,2023,2023-09-16,NA
"6811509",259,"Sep-17",NA,308.11,308.946,310.2,314.38,317.96,321.146,323.27,5,2005,2023,2023-09-17,NA
"6811509",268,"Sep-26",NA,320.1,320.1,320.1,320.1,320.1,320.1,320.1,1,2005,2023,2023-09-26,NA
"6811509",269,"Sep-27",NA,320.6,320.6,320.6,320.6,320.6,320.6,320.6,1,2005,2023,2023-09-27,NA
"6811509",270,"Sep-28",NA,318.91,318.91,318.91,318.91,318.91,318.91,318.91,1,2005,2023,2023-09-28,NA
"6811509",271,"Sep-29",NA,317.05,317.28,317.625,318.2,318.775,319.12,319.35,2,2005,2023,2023-09-29,NA
"6811509",272,"Sep-30",NA,317,317.709,318.7725,320.545,322.3175,323.381,324.09,2,2005,2023,2023-09-30,NA
"6811509",273,"Oct-01",NA,292.4,302.522,312.155,314.88,317.8125,320.505,321.87,8,2005,2023,2023-10-01,NA
"6811509",274,"Oct-02",NA,310.6,311.93,313.925,317.25,320.575,322.57,323.9,2,2005,2023,2023-10-02,NA
"6811509",286,"Oct-14",NA,316.9,316.9,316.9,316.9,316.9,316.9,316.9,1,2005,2023,2023-10-14,NA
"6811509",287,"Oct-15",NA,314.84,315.79,317.215,319.59,321.965,323.39,324.34,2,2005,2023,2023-10-15,NA
"6811509",288,"Oct-16",NA,295.6,303.016,309.605,314.25,318.38,320.768,322.04,7,2005,2023,2023-10-16,NA
"6811509",289,"Oct-17",NA,310.5,314.28,318.1,318.64,320.185,322.415,324.27,6,2005,2023,2023-10-17,NA
"6811509",290,"Oct-18",NA,318.9,318.9,318.9,318.9,318.9,318.9,318.9,1,2005,2023,2023-10-18,NA
"6811509",300,"Oct-28",NA,325.44,325.44,325.44,325.44,325.44,325.44,325.44,1,2005,2023,2023-10-28,NA
"6811509",301,"Oct-29",NA,314.84,315.256,315.88,316.92,318.97,320.2,321.02,3,2005,2023,2023-10-29,NA
"6811509",302,"Oct-30",NA,308.21,309.055,310.3225,312.435,314.5475,315.815,316.66,2,2005,2023,2023-10-30,NA
"6811509",303,"Oct-31",NA,313.71,313.826,314,317.04,318.54,322.014,324.33,5,2005,2023,2023-10-31,NA
"6811509",304,"Nov-01",NA,296.4,302.799,312.3975,318.52,319.4925,319.821,320.04,4,2005,2023,2023-11-01,NA
"6811509",305,"Nov-02",NA,311.6,312.315,313.3875,315.175,316.9625,318.035,318.75,2,2005,2023,2023-11-02,NA
"6811509",317,"Nov-14",NA,313.41,313.653,314.0175,314.625,315.2325,315.597,315.84,2,2005,2023,2023-11-14,NA
"6811509",318,"Nov-15",NA,310.3,312.006,314.565,318.83,319.15,319.342,319.47,3,2005,2023,2023-11-15,NA
"6811509",319,"Nov-16",NA,294.2,301.04,311.25,316.17,317.78,322.16,325.48,9,2005,2023,2023-11-16,NA
"6811509",320,"Nov-17",NA,307.29,307.29,307.29,307.29,307.29,307.29,307.29,1,2005,2023,2023-11-17,NA
"6811509",321,"Nov-18",NA,313.84,314.896,316.48,319.12,321.725,323.288,324.33,3,2005,2023,2023-11-18,NA
"6811509",327,"Nov-24",NA,315.44,315.44,315.44,315.44,315.44,315.44,315.44,1,2005,2023,2023-11-24,NA
"6811509",329,"Nov-26",NA,318.77,318.77,318.77,318.77,318.77,318.77,318.77,1,2005,2023,2023-11-26,NA
"6811509",330,"Nov-27",NA,317.56,317.56,317.56,317.56,317.56,317.56,317.56,1,2005,2023,2023-11-27,NA
"6811509",331,"Nov-28",NA,318.37,318.37,318.37,318.37,318.37,318.37,318.37,1,2005,2023,2023-11-28,NA
"6811509",333,"Nov-30",NA,316.11,316.366,316.75,317.39,318.03,318.414,318.67,2,2005,2023,2023-11-30,NA
"6811509",334,"Dec-01",NA,295.5,300.9,307.68,313.7,316.73,321.664,324.92,9,2005,2023,2023-12-01,NA
"6811509",335,"Dec-02",NA,318.8,319.326,320.115,321.43,322.745,323.534,324.06,2,2005,2023,2023-12-02,NA
"6811509",336,"Dec-03",NA,311.2,311.2,311.2,311.2,311.2,311.2,311.2,1,2005,2023,2023-12-03,NA
"6811509",344,"Dec-11",NA,318.75,318.75,318.75,318.75,318.75,318.75,318.75,1,2005,2023,2023-12-11,NA
"6811509",346,"Dec-13",NA,315.81,316.082,316.49,317.17,317.85,318.258,318.53,2,2005,2023,2023-12-13,NA
"6811509",347,"Dec-14",NA,318.82,318.82,318.82,318.82,318.82,318.82,318.82,1,2005,2023,2023-12-14,NA
"6811509",348,"Dec-15",NA,295.2,300.28,307.9,320.6,322.515,323.664,324.43,3,2005,2023,2023-12-15,NA
"6811509",349,"Dec-16",NA,302.67,306.002,311,313.18,313.67,316.382,318.19,5,2005,2023,2023-12-16,NA
"6811509",350,"Dec-17",NA,307.23,308.738,311,315.65,316.29,320.568,323.42,5,2005,2023,2023-12-17,NA
"6811509",351,"Dec-18",NA,317.3,317.3,317.3,317.3,317.3,317.3,317.3,1,2005,2023,2023-12-18,NA
"6811509",356,"Dec-23",NA,318.56,318.56,318.56,318.56,318.56,318.56,318.56,1,2005,2023,2023-12-23,NA
"6811509",361,"Dec-28",NA,315.17,315.549,316.1175,317.065,318.0125,318.581,318.96,2,2005,2023,2023-12-28,NA
"6811509",362,"Dec-29",NA,319.91,320.457,321.2775,322.645,324.0125,324.833,325.38,2,2005,2023,2023-12-29,NA
"6811509",363,"Dec-30",NA,313.22,313.748,314.54,315.62,318.23,321.338,323.41,5,2005,2023,2023-12-30,NA
"6811509",364,"Dec-31",NA,303,304.296,306.24,311.3,317.16,317.466,317.67,5,2005,2023,2023-12-31,NA
"6811509",365,"Jan-01",NA,298.2,299.305,300.9625,303.725,306.4875,308.145,309.25,2,2005,2023,2024-01-01,NA
"6811611",12,"Jan-13",NA,311.25,311.25,311.25,311.25,311.25,311.25,311.25,1,2008,2023,2023-01-13,NA
"6811611",13,"Jan-14",NA,326.03,326.03,326.03,326.03,326.03,326.03,326.03,1,2008,2023,2023-01-14,NA
"6811611",14,"Jan-15",NA,313.02,314.376,316.41,325.125,334.5325,337.813,340,4,2008,2023,2023-01-15,NA
"6811611",15,"Jan-16",NA,315.6,318.556,322.99,330.38,337.77,342.204,345.16,2,2008,2023,2023-01-16,NA
"6811611",16,"Jan-17",NA,305.5,310.824,318.81,332.12,336.15,338.568,340.18,3,2008,2023,2023-01-17,NA
"6811611",17,"Jan-18",350.2,316.65,320.005,325.0375,333.425,341.8125,346.845,350.2,2,2008,2023,2023-01-18,"Jan"
"6811611",18,"Jan-19",NA,339.85,339.85,339.85,339.85,339.85,339.85,339.85,1,2008,2023,2023-01-19,NA
"6811611",19,"Jan-20",NA,328.7,328.7,328.7,328.7,328.7,328.7,328.7,1,2008,2023,2023-01-20,NA
"6811611",27,"Jan-28",NA,327.8,327.8,327.8,327.8,327.8,327.8,327.8,1,2008,2023,2023-01-28,NA
"6811611",28,"Jan-29",NA,305.85,307.743,310.5825,315.13,323.43,333.024,339.42,4,2008,2023,2023-01-29,NA
"6811611",29,"Jan-30",NA,341.25,341.25,341.25,341.25,341.25,341.25,341.25,1,2008,2023,2023-01-30,NA
"6811611",30,"Jan-31",350.82,305.56,309.576,315.6,317.32,331.89,343.248,350.82,5,2008,2023,2023-01-31,"Jan"
"6811611",31,"Feb-01",NA,328.2,328.722,329.505,330.81,331.85,332.474,332.89,3,2008,2023,2023-02-01,NA
"6811611",42,"Feb-12",NA,311.8,312.403,313.3075,320.655,330.075,334.71,337.8,4,2008,2023,2023-02-12,NA
"6811611",43,"Feb-13",NA,299.4,303.552,309.78,320.16,330.54,336.768,340.92,2,2008,2023,2023-02-13,NA
"6811611",44,"Feb-14",NA,305.76,308.668,313.03,320.3,325.815,329.124,331.33,3,2008,2023,2023-02-14,NA
"6811611",45,"Feb-15",NA,330,331.042,332.605,335.21,337.815,339.378,340.42,2,2008,2023,2023-02-15,NA
"6811611",46,"Feb-16",344.7,312.65,315.74,320.375,328.1,336.4,341.38,344.7,3,2008,2023,2023-02-16,"Feb"
"6811611",47,"Feb-17",NA,326.7,326.7,326.7,326.7,326.7,326.7,326.7,1,2008,2023,2023-02-17,NA
"6811611",55,"Feb-25",NA,313.4,313.4,313.4,313.4,313.4,313.4,313.4,1,2008,2023,2023-02-25,NA
"6811611",56,"Feb-26",NA,313.16,316.086,320.475,327.79,335.105,339.494,342.42,2,2008,2023,2023-02-26,NA
"6811611",57,"Feb-27",NA,294.75,299.292,306.105,317.46,328.815,335.628,340.17,2,2008,2023,2023-02-27,NA
"6811611",58,"Feb-28",342.4,308.11,310.273,313.5175,323.93,335.005,339.442,342.4,4,2008,2023,2023-02-28,"Feb"
"6811611",59,"Mar-01",NA,309.81,317.246,328.4,328.72,330.01,336.97,341.61,5,2008,2023,2023-03-01,NA
"6811611",60,"Mar-02",NA,325.62,325.62,325.62,325.62,325.62,325.62,325.62,1,2008,2023,2023-03-02,NA
"6811611",71,"Mar-13",NA,302.15,302.15,302.15,302.15,302.15,302.15,302.15,1,2008,2023,2023-03-13,NA
"6811611",73,"Mar-15",343.7,330.85,332.86,335.875,340.9,342.3,343.14,343.7,3,2008,2023,2023-03-15,"Mar"
"6811611",74,"Mar-16",NA,292.7,297.605,304.9625,312.57,319.4175,325.407,329.4,4,2008,2023,2023-03-16,NA
"6811611",75,"Mar-17",NA,313.12,317.592,324.3,329.98,338.5,339.076,339.46,5,2008,2023,2023-03-17,NA
"6811611",76,"Mar-18",NA,314.5,316.448,319.37,324.24,329.11,332.032,333.98,2,2008,2023,2023-03-18,NA
"6811611",87,"Mar-29",NA,307,314.104,324.76,330.795,333.665,338.624,341.93,4,2008,2023,2023-03-29,NA
"6811611",88,"Mar-30",346.8,312.8,316.2,321.3,329.8,338.3,343.4,346.8,2,2008,2023,2023-03-30,"Mar"
"6811611",89,"Mar-31",NA,332.6,333.846,335.715,338.83,339.04,339.166,339.25,3,2008,2023,2023-03-31,NA
"6811611",90,"Apr-01",NA,294.3,303.985,313.9275,315.34,320.3825,322.84,323.83,6,2008,2023,2023-04-01,NA
"6811611",100,"Apr-11",NA,332.78,332.78,332.78,332.78,332.78,332.78,332.78,1,2008,2023,2023-04-11,NA
"6811611",101,"Apr-12",NA,306.42,306.578,306.815,307.21,307.605,307.842,308,2,2008,2023,2023-04-12,NA
"6811611",102,"Apr-13",NA,312.03,312.03,312.03,312.03,312.03,312.03,312.03,1,2008,2023,2023-04-13,NA
"6811611",104,"Apr-15",NA,320.25,321.52,323.425,326.6,329.775,331.68,332.95,2,2008,2023,2023-04-15,NA
"6811611",105,"Apr-16",NA,314.25,314.975,316.6525,326.38,338.725,341.785,343.02,6,2008,2023,2023-04-16,NA
"6811611",106,"Apr-17",NA,297.71,299.948,303.305,308.9,319.225,325.42,329.55,3,2008,2023,2023-04-17,NA
"6811611",107,"Apr-18",NA,326.05,326.05,326.05,326.05,326.05,326.05,326.05,1,2008,2023,2023-04-18,NA
"6811611",115,"Apr-26",NA,334.29,334.29,334.29,334.29,334.29,334.29,334.29,1,2008,2023,2023-04-26,NA
"6811611",118,"Apr-29",NA,312.42,314.576,317.81,323.2,328.725,332.04,334.25,3,2008,2023,2023-04-29,NA
"6811611",119,"Apr-30",NA,312.1,313.7,316.1,322.55,328.61,335.246,339.67,5,2008,2023,2023-04-30,NA
"6811611",120,"May-01",NA,298.15,300.358,303.67,318.93,335.5775,341.387,345.26,4,2008,2023,2023-05-01,NA
"6811611",121,"May-02",NA,309.8,311.49,314.025,318.25,322.475,325.01,326.7,2,2008,2023,2023-05-02,NA
"6811611",132,"May-13",NA,336.1,336.1,336.1,336.1,336.1,336.1,336.1,1,2008,2023,2023-05-13,NA
"6811611",133,"May-14",NA,327.19,328.471,330.3925,333.595,336.7975,338.719,340,2,2008,2023,2023-05-14,NA
"6811611",134,"May-15",NA,300.13,302.954,307.19,314.25,321.31,325.546,328.37,2,2008,2023,2023-05-15,NA
"6811611",135,"May-16",NA,301.34,307.47,315,323.1,330.8325,338.315,344.52,6,2008,2023,2023-05-16,NA
"6811611",136,"May-17",NA,313,314.97,317.925,322.85,329.425,333.37,336,3,2008,2023,2023-05-17,NA
"6811611",137,"May-18",NA,312.02,312.02,312.02,312.02,312.02,312.02,312.02,1,2008,2023,2023-05-18,NA
"6811611",146,"May-27",NA,335.25,335.25,335.25,335.25,335.25,335.25,335.25,1,2008,2023,2023-05-27,NA
"6811611",147,"May-28",NA,330.04,330.936,332.28,334.52,336.76,338.104,339,2,2008,2023,2023-05-28,NA
"6811611",148,"May-29",NA,300.65,300.65,300.65,300.65,300.65,300.65,300.65,1,2008,2023,2023-05-29,NA
"6811611",149,"May-30",NA,303.03,307.746,314.82,319.485,321.685,324.322,326.08,4,2008,2023,2023-05-30,NA
"6811611",150,"May-31",NA,314.95,320.046,327.69,340.43,342.365,343.526,344.3,3,2008,2023,2023-05-31,NA
"6811611",151,"Jun-01",NA,316.83,318.348,320.625,324.42,328.215,330.492,332.01,2,2008,2023,2023-06-01,NA
"6811611",152,"Jun-02",NA,308.87,310.285,312.4075,315.945,319.4825,321.605,323.02,2,2008,2023,2023-06-02,NA
"6811611",164,"Jun-14",NA,305.11,312.778,324.28,343.45,344.6,345.29,345.75,3,2008,2023,2023-06-14,NA
"6811611",165,"Jun-15",NA,329.68,329.68,329.68,329.68,329.68,329.68,329.68,1,2008,2023,2023-06-15,NA
"6811611",166,"Jun-16",NA,312.78,314.164,316.24,319.7,320.125,320.38,320.55,3,2008,2023,2023-06-16,NA
"6811611",167,"Jun-17",NA,302.35,306.646,314.805,326.92,332.4,339.708,344.4,7,2008,2023,2023-06-17,NA
"6811611",168,"Jun-18",NA,327.08,327.08,327.08,327.08,327.08,327.08,327.08,1,2008,2023,2023-06-18,NA
"6811611",178,"Jun-28",NA,305.87,313.44,324.795,343.72,344.71,345.304,345.7,3,2008,2023,2023-06-28,NA
"6811611",179,"Jun-29",NA,328.9,328.9,328.9,328.9,328.9,328.9,328.9,1,2008,2023,2023-06-29,NA
"6811611",180,"Jun-30",NA,313.22,315.854,319.805,324.415,332.5,342.706,349.51,4,2008,2023,2023-06-30,NA
"6811611",181,"Jul-01",NA,305.08,312.048,322.5,326.98,335.5,337.558,338.93,5,2008,2023,2023-07-01,NA
"6811611",182,"Jul-02",NA,312.25,313.415,315.1625,318.075,320.9875,322.735,323.9,2,2008,2023,2023-07-02,NA
"6811611",195,"Jul-15",NA,313.21,317.039,322.7825,332.355,341.9275,347.671,351.5,2,2008,2023,2023-07-15,NA
"6811611",196,"Jul-16",NA,323.6,324.4,325.6,327.6,335.2,339.76,342.8,3,2008,2023,2023-07-16,NA
"6811611",197,"Jul-17",NA,308.08,311.696,317.12,325.4,329.42,338.522,344.59,5,2008,2023,2023-07-17,NA
"6811611",198,"Jul-18",NA,308.11,311.124,315.645,323.18,330.715,335.236,338.25,2,2008,2023,2023-07-18,NA
"6811611",199,"Jul-19",NA,330.2,332.12,335,339.8,344.6,347.48,349.4,2,2008,2023,2023-07-19,NA
"6811611",208,"Jul-28",NA,325.87,325.87,325.87,325.87,325.87,325.87,325.87,1,2008,2023,2023-07-28,NA
"6811611",209,"Jul-29",NA,355.6,355.6,355.6,355.6,355.6,355.6,355.6,1,2008,2023,2023-07-29,NA
"6811611",210,"Jul-30",NA,315.33,317.664,321.165,327,335.005,339.808,343.01,3,2008,2023,2023-07-30,NA
"6811611",211,"Jul-31",NA,309.12,310.075,311.5075,313.895,316.2825,317.715,318.67,2,2008,2023,2023-07-31,NA
"6811611",212,"Aug-01",NA,312.76,320.38,328.53,337.06,346.8125,350.935,354.12,6,2008,2023,2023-08-01,NA
"6811611",213,"Aug-02",NA,323.9,324.588,325.62,327.34,329.06,330.092,330.78,2,2008,2023,2023-08-02,NA
"6811611",225,"Aug-14",NA,322.75,322.75,322.75,322.75,322.75,322.75,322.75,1,2008,2023,2023-08-14,NA
"6811611",226,"Aug-15",NA,331.75,333.227,335.4425,339.135,342.8275,345.043,346.52,2,2008,2023,2023-08-15,NA
"6811611",227,"Aug-16",NA,315.42,322,331.87,348.32,350.62,352,352.92,3,2008,2023,2023-08-16,NA
"6811611",228,"Aug-17",NA,312.35,319.94,326.625,332.9,341.765,349.418,356,7,2008,2023,2023-08-17,NA
"6811611",229,"Aug-18",NA,312.87,315.473,319.3775,325.885,332.3925,336.297,338.9,2,2008,2023,2023-08-18,NA
"6811611",239,"Aug-28",NA,324.44,324.44,324.44,324.44,324.44,324.44,324.44,1,2008,2023,2023-08-28,NA
"6811611",240,"Aug-29",NA,334.4,335.86,338.05,341.7,345.35,347.54,349,2,2008,2023,2023-08-29,NA
"6811611",241,"Aug-30",NA,324.95,330.36,338.475,352,352.58,352.928,353.16,3,2008,2023,2023-08-30,NA
"6811611",242,"Aug-31",NA,322.1,325.304,330.11,332.08,337.69,348.016,354.9,5,2008,2023,2023-08-31,NA
"6811611",243,"Sep-01",NA,314.82,315.556,316.66,318.5,332.735,341.276,346.97,3,2008,2023,2023-09-01,NA
"6811611",255,"Sep-13",NA,326,328.325,331.8125,337.625,343.4375,346.925,349.25,2,2008,2023,2023-09-13,NA
"6811611",256,"Sep-14",NA,342.6,342.6,342.6,342.6,342.6,342.6,342.6,1,2008,2023,2023-09-14,NA
"6811611",257,"Sep-15",NA,337.68,337.68,337.68,337.68,337.68,337.68,337.68,1,2008,2023,2023-09-15,NA
"6811611",258,"Sep-16",NA,326.67,329.285,332.15,338.95,350.5125,353.125,353.9,6,2008,2023,2023-09-16,NA
"6811611",259,"Sep-17",NA,313.7,317.288,322.67,323,346.7,347.24,347.6,5,2008,2023,2023-09-17,NA
"6811611",268,"Sep-26",NA,327.5,327.5,327.5,327.5,327.5,327.5,327.5,1,2008,2023,2023-09-26,NA
"6811611",269,"Sep-27",NA,337.08,337.08,337.08,337.08,337.08,337.08,337.08,1,2008,2023,2023-09-27,NA
"6811611",270,"Sep-28",NA,341.5,341.5,341.5,341.5,341.5,341.5,341.5,1,2008,2023,2023-09-28,NA
"6811611",271,"Sep-29",NA,332.65,333.635,335.1125,337.575,340.0375,341.515,342.5,2,2008,2023,2023-09-29,NA
"6811611",272,"Sep-30",NA,326.7,329.83,334.525,342.35,350.175,354.87,358,2,2008,2023,2023-09-30,NA
"6811611",273,"Oct-01",NA,310.9,314.152,319.03,329.25,330.56,342.524,350.5,5,2008,2023,2023-10-01,NA
"6811611",274,"Oct-02",NA,323,325.125,328.3125,333.625,338.9375,342.125,344.25,2,2008,2023,2023-10-02,NA
"6811611",286,"Oct-14",NA,342.33,342.33,342.33,342.33,342.33,342.33,342.33,1,2008,2023,2023-10-14,NA
"6811611",287,"Oct-15",NA,320.11,323.884,329.545,338.98,348.415,354.076,357.85,2,2008,2023,2023-10-15,NA
"6811611",288,"Oct-16",NA,310.65,316.518,325.32,329.88,335.7,344.28,350,5,2008,2023,2023-10-16,NA
"6811611",289,"Oct-17",NA,322,322.75,324.81,329.985,338.6325,343.05,345,6,2008,2023,2023-10-17,NA
"6811611",290,"Oct-18",NA,339.65,339.65,339.65,339.65,339.65,339.65,339.65,1,2008,2023,2023-10-18,NA
"6811611",300,"Oct-28",NA,356.8,356.8,356.8,356.8,356.8,356.8,356.8,1,2008,2023,2023-10-28,NA
"6811611",301,"Oct-29",NA,322.13,323.604,325.815,329.5,334.6,337.66,339.7,3,2008,2023,2023-10-29,NA
"6811611",302,"Oct-30",NA,311.45,313.667,316.9925,322.535,328.0775,331.403,333.62,2,2008,2023,2023-10-30,NA
"6811611",303,"Oct-31",NA,318.55,319.6,321.175,327.1,335.6125,341.845,346,4,2008,2023,2023-10-31,NA
"6811611",304,"Nov-01",NA,328.9,331.292,334.88,340.86,345.265,347.908,349.67,3,2008,2023,2023-11-01,NA
"6811611",305,"Nov-02",NA,323.6,325.01,327.125,330.65,334.175,336.29,337.7,2,2008,2023,2023-11-02,NA
"6811611",317,"Nov-14",NA,318.95,319.81,321.1,323.25,325.4,326.69,327.55,2,2008,2023,2023-11-14,NA
"6811611",318,"Nov-15",NA,322.4,323.9,326.15,329.9,339.675,345.54,349.45,3,2008,2023,2023-11-15,NA
"6811611",319,"Nov-16",NA,319.89,324.445,330.0375,335.145,338.925,347.635,355.75,6,2008,2023,2023-11-16,NA
"6811611",320,"Nov-17",NA,312.2,312.2,312.2,312.2,312.2,312.2,312.2,1,2008,2023,2023-11-17,NA
"6811611",321,"Nov-18",NA,315.89,320.052,326.295,336.7,341.3,344.06,345.9,3,2008,2023,2023-11-18,NA
"6811611",327,"Nov-24",NA,327.12,327.12,327.12,327.12,327.12,327.12,327.12,1,2008,2023,2023-11-24,NA
"6811611",329,"Nov-26",NA,347.25,347.25,347.25,347.25,347.25,347.25,347.25,1,2008,2023,2023-11-26,NA
"6811611",330,"Nov-27",NA,339.88,339.88,339.88,339.88,339.88,339.88,339.88,1,2008,2023,2023-11-27,NA
"6811611",331,"Nov-28",NA,330.54,330.694,330.925,331.31,331.695,331.926,332.08,2,2008,2023,2023-11-28,NA
"6811611",333,"Nov-30",NA,321.11,322.418,324.38,327.65,330.92,332.882,334.19,2,2008,2023,2023-11-30,NA
"6811611",334,"Dec-01",NA,312.75,313.725,315.3025,321.655,332.725,343.1,351.3,6,2008,2023,2023-12-01,NA
"6811611",335,"Dec-02",NA,336.11,337.069,338.5075,340.905,343.3025,344.741,345.7,2,2008,2023,2023-12-02,NA
"6811611",336,"Dec-03",NA,323.4,323.4,323.4,323.4,323.4,323.4,323.4,1,2008,2023,2023-12-03,NA
"6811611",344,"Dec-11",NA,347.51,347.51,347.51,347.51,347.51,347.51,347.51,1,2008,2023,2023-12-11,NA
"6811611",346,"Dec-13",NA,320.76,321.716,323.15,325.54,327.93,329.364,330.32,2,2008,2023,2023-12-13,NA
"6811611",347,"Dec-14",NA,333.25,333.25,333.25,333.25,333.25,333.25,333.25,1,2008,2023,2023-12-14,NA
"6811611",348,"Dec-15",NA,325.9,328.2,331.65,337.4,343.15,346.6,348.9,2,2008,2023,2023-12-15,NA
"6811611",349,"Dec-16",NA,312.8,314.53,317.125,321.45,328.795,333.202,336.14,3,2008,2023,2023-12-16,NA
"6811611",350,"Dec-17",NA,313.64,315.464,318.2,320.05,332.75,339.68,344.3,5,2008,2023,2023-12-17,NA
"6811611",351,"Dec-18",NA,339.72,339.72,339.72,339.72,339.72,339.72,339.72,1,2008,2023,2023-12-18,NA
"6811611",356,"Dec-23",NA,345.68,345.68,345.68,345.68,345.68,345.68,345.68,1,2008,2023,2023-12-23,NA
"6811611",361,"Dec-28",NA,306.74,306.74,306.74,306.74,306.74,306.74,306.74,1,2008,2023,2023-12-28,NA
"6811611",362,"Dec-29",NA,324.95,327.33,330.9,336.85,342.8,346.37,348.75,2,2008,2023,2023-12-29,NA
"6811611",363,"Dec-30",NA,318.25,318.81,319.65,331.67,334.75,339.106,342.01,5,2008,2023,2023-12-30,NA
"6811611",364,"Dec-31",NA,313.79,314.783,316.2725,324.475,333.6425,336.869,339.02,4,2008,2023,2023-12-31,NA
"6811708",6,"Jan-07",NA,221.75,221.75,221.75,221.75,221.75,221.75,221.75,1,2000,2023,2023-01-07,NA
